strain_id,strain_name,genus,species,taxonomy_confidence,source,is_spore_former,isolation_source,host_plant,region,genome_accession,notes
PBM001,Azospirillum isscasi BD-101,Azospirillum,isscasi,0.95,BacDive-derived plant-associated strain table,False,rhizosphere,rice,unknown,GCF_030849505.1,extracted from bacdive dataset dsmz id 175857; formulation=liquid or peat carrier for root application; matched_prodigal_genome=azospirillum_isscasi__GCF_030849505.1; n_proteins=5816
PBM288,Bacillus subtilis BD-388,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,rice,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1003; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM289,Bacillus halotolerans BD-389,Bacillus,halotolerans,0.95,BacDive-derived plant-associated strain table,True,endosphere,cotton,unknown,GCF_004006435.1,extracted from bacdive dataset dsmz id 1847; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_halotolerans__GCF_004006435.1; n_proteins=4130
PBM290,Bacillus cytotoxicus BD-390,Bacillus,cytotoxicus,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_000017425.1,extracted from bacdive dataset dsmz id 1323; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_cytotoxicus__GCF_000017425.1; n_proteins=4102
PBM291,Bacillus timonensis BD-391,Bacillus,timonensis,0.95,BacDive-derived plant-associated strain table,True,soil,rice,unknown,GCF_000285535.1,extracted from bacdive dataset dsmz id 1320; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_timonensis__GCF_000285535.1; n_proteins=4647
PBM292,Bacillus velezensis BD-392,Bacillus,velezensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_000015785.2,extracted from bacdive dataset dsmz id 1310; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_velezensis__GCF_000015785.2; n_proteins=3736
PBM293,Bacillus siamensis BD-393,Bacillus,siamensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_051628075.1,extracted from bacdive dataset dsmz id 1302; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_siamensis__GCF_051628075.1; n_proteins=3747
PBM294,Bacillus inaquosorum BD-394,Bacillus,inaquosorum,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_023238325.1,extracted from bacdive dataset dsmz id 1289; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_inaquosorum__GCF_023238325.1; n_proteins=4131
PBM295,Bacillus infantis BD-395,Bacillus,infantis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,soybean,unknown,GCF_979912685.1,extracted from bacdive dataset dsmz id 1265; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_infantis__GCF_979912685.1; n_proteins=5013
PBM296,Bacillus safensis BD-396,Bacillus,safensis,0.95,BacDive-derived plant-associated strain table,True,endosphere,soybean,unknown,GCF_044336645.1,extracted from bacdive dataset dsmz id 1264; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_safensis_subsp._safensis__GCF_044336645.1; n_proteins=3854
PBM297,Bacillus altitudinis BD-397,Bacillus,altitudinis,0.95,BacDive-derived plant-associated strain table,True,soil,soybean,unknown,GCF_001191605.1,extracted from bacdive dataset dsmz id 1263; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_altitudinis__GCF_001191605.1; n_proteins=3692
PBM298,Bacillus methanolicus BD-398,Bacillus,methanolicus,0.95,BacDive-derived plant-associated strain table,True,soil,soybean,unknown,GCF_000262755.1,extracted from bacdive dataset dsmz id 1231; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_methanolicus__GCF_000262755.1; n_proteins=3302
PBM299,Bacillus sonorensis BD-399,Bacillus,sonorensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_034055115.1,extracted from bacdive dataset dsmz id 1201; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_sonorensis__GCF_034055115.1; n_proteins=4888
PBM300,Bacillus subtilis BD-400,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1186; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM301,Bacillus subtilis BD-401,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1176; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM302,Bacillus subtilis BD-402,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1175; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM303,Bacillus subtilis BD-403,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1173; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM304,Bacillus subtilis BD-404,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1172; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM305,Bacillus subtilis BD-405,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 1156; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM306,Bacillus mycoides BD-406,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 1153; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM307,Bacillus pseudomycoides BD-407,Bacillus,pseudomycoides,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_000161455.1,extracted from bacdive dataset dsmz id 1151; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_pseudomycoides__GCF_000161455.1; n_proteins=5853
PBM308,Bacillus vallismortis BD-408,Bacillus,vallismortis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_003667885.1,extracted from bacdive dataset dsmz id 1150; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_vallismortis__GCF_003667885.1; n_proteins=3921
PBM309,Bacillus tianshenii BD-409,Bacillus,tianshenii,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_016908565.1,extracted from bacdive dataset dsmz id 23717; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_tianshenii__GCF_016908565.1; n_proteins=4241
PBM310,Bacillus velezensis BD-410,Bacillus,velezensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,rice,unknown,GCF_000015785.2,extracted from bacdive dataset dsmz id 23706; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_velezensis__GCF_000015785.2; n_proteins=3736
PBM311,Bacillus bingmayongensis BD-411,Bacillus,bingmayongensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,rice,unknown,GCF_000299035.1,extracted from bacdive dataset dsmz id 23663; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_bingmayongensis__GCF_000299035.1; n_proteins=5544
PBM312,Bacillus subtilis BD-412,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,tobacco,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 135255; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM313,Bacillus tequilensis BD-413,Bacillus,tequilensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_012225885.1,extracted from bacdive dataset dsmz id 134164; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_tequilensis__GCF_012225885.1; n_proteins=4085
PBM314,Bacillus halotolerans BD-414,Bacillus,halotolerans,0.95,BacDive-derived plant-associated strain table,True,endosphere,tomato,unknown,GCF_004006435.1,extracted from bacdive dataset dsmz id 134137; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_halotolerans__GCF_004006435.1; n_proteins=4130
PBM315,Bacillus capparidis BD-415,Bacillus,capparidis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,soybean,unknown,GCF_017832095.1,extracted from bacdive dataset dsmz id 133067; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_capparidis__GCF_017832095.1; n_proteins=4658
PBM316,Bacillus wiedmannii BD-416,Bacillus,wiedmannii,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_008807735.1,extracted from bacdive dataset dsmz id 133012; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_wiedmannii__GCF_008807735.1; n_proteins=5705
PBM317,Bacillus mycoides BD-417,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132716; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM318,Bacillus mycoides BD-418,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132715; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM319,Bacillus mycoides BD-419,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132714; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM320,Bacillus mycoides BD-420,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132713; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM321,Bacillus mycoides BD-421,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132712; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM322,Bacillus mycoides BD-422,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132711; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM323,Bacillus mycoides BD-423,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132710; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM324,Bacillus mycoides BD-424,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132709; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM325,Bacillus mycoides BD-425,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132708; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM326,Bacillus mycoides BD-426,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132707; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM327,Bacillus mycoides BD-427,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132706; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM328,Bacillus mycoides BD-428,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132705; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM329,Bacillus mycoides BD-429,Bacillus,mycoides,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_018739485.1,extracted from bacdive dataset dsmz id 132704; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_mycoides__GCF_018739485.1; n_proteins=5628
PBM330,Bacillus thuringiensis BD-430,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132703; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM331,Bacillus thuringiensis BD-431,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132702; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM332,Bacillus thuringiensis BD-432,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132701; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM333,Bacillus thuringiensis BD-433,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132700; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM334,Bacillus thuringiensis BD-434,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132699; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM335,Bacillus thuringiensis BD-435,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132698; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM336,Bacillus thuringiensis BD-436,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,soil,tomato,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 132697; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM337,Bacillus oryzisoli BD-437,Bacillus,oryzisoli,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,rice,unknown,GCF_036670025.1,extracted from bacdive dataset dsmz id 132616; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_oryzisoli__GCF_036670025.1; n_proteins=6039
PBM338,Bacillus cereus BD-438,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 137410; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM339,Bacillus subtilis BD-439,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 136375; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM340,Bacillus subtilis BD-440,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,endosphere,rice,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 135900; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM341,Bacillus halotolerans BD-441,Bacillus,halotolerans,0.95,BacDive-derived plant-associated strain table,True,endosphere,tomato,unknown,GCF_004006435.1,extracted from bacdive dataset dsmz id 135750; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_halotolerans__GCF_004006435.1; n_proteins=4130
PBM342,Bacillus sp. BD-442,Bacillus,sp.,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,not_matched,extracted from bacdive dataset dsmz id 139695; formulation=liquid or peat carrier for root application; matched_prodigal_genome=none; n_proteins=0
PBM343,Bacillus thuringiensis BD-443,Bacillus,thuringiensis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,rice,unknown,GCF_000161615.1,extracted from bacdive dataset dsmz id 139229; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_thuringiensis__GCF_000161615.1; n_proteins=6366
PBM344,Bacillus endozanthoxylicus BD-444,Bacillus,endozanthoxylicus,0.95,BacDive-derived plant-associated strain table,True,endosphere,soybean,unknown,GCF_008710145.1,extracted from bacdive dataset dsmz id 141013; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_endozanthoxylicus__GCF_008710145.1; n_proteins=5426
PBM345,Bacillus paramycoides BD-445,Bacillus,paramycoides,0.95,BacDive-derived plant-associated strain table,True,soil,rice,unknown,GCF_001884235.1,extracted from bacdive dataset dsmz id 140968; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_paramycoides__GCF_001884235.1; n_proteins=5578
PBM346,Bacillus mobilis BD-446,Bacillus,mobilis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,potato,unknown,GCF_001884045.1,extracted from bacdive dataset dsmz id 140964; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_mobilis__GCF_001884045.1; n_proteins=5731
PBM347,Bacillus haynesii BD-447,Bacillus,haynesii,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_014042035.1,extracted from bacdive dataset dsmz id 140691; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_haynesii__GCF_014042035.1; n_proteins=4128
PBM348,Bacillus nakamurai BD-448,Bacillus,nakamurai,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_001584325.1,extracted from bacdive dataset dsmz id 140523; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_nakamurai__GCF_001584325.1; n_proteins=3827
PBM349,Bacillus velezensis BD-449,Bacillus,velezensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,potato,unknown,GCF_000015785.2,extracted from bacdive dataset dsmz id 153720; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_velezensis__GCF_000015785.2; n_proteins=3736
PBM350,Bacillus subtilis BD-450,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,potato,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 157307; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM351,Bacillus subtilis BD-451,Bacillus,subtilis,0.95,BacDive-derived plant-associated strain table,True,plant_associated,soybean,unknown,GCF_000009045.1,extracted from bacdive dataset dsmz id 162729; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_subtilis__GCF_000009045.1; n_proteins=4226
PBM352,Bacillus sp. BD-452,Bacillus,sp.,0.95,BacDive-derived plant-associated strain table,True,plant_associated,tobacco,unknown,not_matched,extracted from bacdive dataset dsmz id 159954; formulation=universal bioinoculant candidate; matched_prodigal_genome=none; n_proteins=0
PBM353,Bacillus toyonensis BD-453,Bacillus,toyonensis,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,tobacco,unknown,GCF_016605985.1,extracted from bacdive dataset dsmz id 168280; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_toyonensis__GCF_016605985.1; n_proteins=5680
PBM354,Bacillus paralicheniformis BD-454,Bacillus,paralicheniformis,0.95,BacDive-derived plant-associated strain table,True,soil,soybean,unknown,GCF_002993925.1,extracted from bacdive dataset dsmz id 168081; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_paralicheniformis__GCF_002993925.1; n_proteins=4307
PBM355,Bacillus glycinifermentans BD-455,Bacillus,glycinifermentans,0.95,BacDive-derived plant-associated strain table,True,soil,soybean,unknown,GCF_004103615.1,extracted from bacdive dataset dsmz id 167765; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_glycinifermentans__GCF_004103615.1; n_proteins=5061
PBM356,Bacillus cabrialesii BD-456,Bacillus,cabrialesii,0.95,BacDive-derived plant-associated strain table,True,endosphere,wheat,unknown,GCF_004124315.2,extracted from bacdive dataset dsmz id 166294; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_cabrialesii__GCF_004124315.2; n_proteins=4062
PBM357,Bacillus cereus BD-457,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171577; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM358,Bacillus cereus BD-458,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,potato,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171576; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM359,Bacillus cereus BD-459,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,phyllosphere,common_bean,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171515; formulation=foliar spray formulation candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM360,Bacillus cereus BD-460,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171509; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM361,Bacillus cereus BD-461,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171860; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM362,Bacillus cereus BD-462,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171859; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM363,Bacillus cereus BD-463,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171857; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM364,Bacillus cereus BD-464,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,tomato,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 171845; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM365,Bacillus cereus BD-465,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172006; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM366,Bacillus cereus BD-466,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,soil,cotton,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172151; formulation=soil drench or in-furrow application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM367,Bacillus cereus BD-467,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172116; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM368,Bacillus cereus BD-468,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172115; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM369,Bacillus cereus BD-469,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,endosphere,barley,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172105; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM370,Bacillus cereus BD-470,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,endosphere,soybean,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172104; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM371,Bacillus cereus BD-471,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,endosphere,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172100; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM372,Bacillus cereus BD-472,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,endosphere,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172096; formulation=seed dressing formulation candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM373,Bacillus cereus BD-473,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,rhizosphere,wheat,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172095; formulation=liquid or peat carrier for root application; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM374,Bacillus cereus BD-474,Bacillus,cereus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,rice,unknown,GCF_006094295.1,extracted from bacdive dataset dsmz id 172217; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_cereus__GCF_006094295.1; n_proteins=5434
PBM375,Bacillus mexicanus BD-475,Bacillus,mexicanus,0.95,BacDive-derived plant-associated strain table,True,plant_associated,common_bean,unknown,GCF_050445615.1,extracted from bacdive dataset dsmz id 175740; formulation=universal bioinoculant candidate; matched_prodigal_genome=bacillus_mexicanus__GCF_050445615.1; n_proteins=4545
